OrderID,OrderDate,CustomerID,CustomerName,Gender,Age,Product,Category,SubCategory,Brand,Quantity,UnitPrice,Discount,DiscountAmount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderChannel,City,State,Region,DeliveryDays,ReturnStatus,Rating,Status
ORD00044,28-Dec-25,CUST320,Arjun,Male,35,Camera,Electronics,Camera,Samsung,1,2598,5,129.9,444.26,414,3326.36,Cash on Delivery,Website,Lucknow,Uttar Pradesh,North,7,Returned,2,Shipped
ORD00045,31-May-25,CUST558,Rahul,Female,27,Keyboard,Electronics,Keyboard,Boat,4,46065,10,18426,29850.12,96,195780.12,UPI,Mobile App,Chandigarh,Punjab,North,5,Returned,1,Shipped
ORD00046,18-Jun-25,CUST991,Vikas,Male,57,Watch,Fashion,Watch,Sony,2,33957,15,10187.1,10390.84,493,68610.74,Card,Mobile App,Mumbai,Maharashtra,West,9,No Return,1,Delivered
ORD00047,04-Sep-25,CUST863,Anjali,Male,31,Phone,Electronics,Phone,Boat,4,34160,10,13664,22135.68,174,145285.68,UPI,Mobile App,Pune,Maharashtra,West,6,No Return,3,Returned
ORD00048,28-Aug-25,CUST846,Priya,Male,37,Phone,Electronics,Phone,HP,2,18482,15,5544.6,5655.49,78,37152.89,Net Banking,Website,Lucknow,Uttar Pradesh,North,5,No Return,3,Shipped
ORD00049,20-Sep-25,CUST434,Neha,Male,55,Keyboard,Electronics,Keyboard,Samsung,2,40666,10,8133.2,13175.78,334,86708.58,Cash on Delivery,Mobile App,Patiala,Punjab,North,8,Returned,5,Returned
ORD00050,22-Jun-25,CUST837,Amit,Male,42,Laptop,Electronics,Laptop,Apple,4,2535,5,507,1733.94,49,11415.94,UPI,Website,Jaipur,Rajasthan,North,3,Returned,1,Delivered
ORD00051,31-Aug-25,CUST678,Vikas,Female,35,Camera,Electronics,Camera,Noise,3,41574,20,24944.4,17959.97,206,117943.57,Cash on Delivery,Website,Mumbai,Maharashtra,West,10,No Return,3,Returned
ORD00052,25-Jul-25,CUST809,Neha,Male,28,Laptop,Electronics,Laptop,Samsung,3,33177,5,4976.55,17019.8,56,111630.25,Card,Mobile App,Mumbai,Maharashtra,West,3,Returned,3,Cancelled
ORD00053,28-Dec-25,CUST615,Neha,Male,47,Laptop,Electronics,Laptop,Noise,5,1762,20,1762,1268.64,27,8343.64,Net Banking,Mobile App,Chandigarh,Punjab,North,4,No Return,3,Returned
ORD00054,22-Sep-25,CUST986,Sneha,Male,47,Phone,Electronics,Phone,Dell,2,16428,20,6571.2,4731.26,94,31110.06,Cash on Delivery,Mobile App,Delhi,Delhi,North,1,No Return,4,Delivered
ORD00055,06-Mar-26,CUST622,Arjun,Female,27,Phone,Electronics,Phone,Nike,3,17615,0,0,9512.1,128,62485.1,Net Banking,Website,Patiala,Punjab,North,5,No Return,4,Cancelled
ORD00056,11-Jun-25,CUST279,Amit,Female,50,Watch,Fashion,Watch,Sony,2,18078,10,3615.6,5857.27,92,38489.67,Net Banking,Mobile App,Jaipur,Rajasthan,North,9,No Return,2,Returned
ORD00057,22-Jul-25,CUST665,Priya,Male,33,Camera,Electronics,Camera,Samsung,1,4209,20,841.8,606.1,108,4081.3,Net Banking,Website,Jaipur,Rajasthan,North,8,No Return,5,Shipped
ORD00058,09-Jun-25,CUST777,Vikas,Female,20,Camera,Electronics,Camera,Adidas,5,32244,5,8061,27568.62,248,180975.62,Net Banking,Website,Pune,Maharashtra,West,6,No Return,2,Cancelled
ORD00059,15-Jan-26,CUST228,Neha,Male,40,Backpack,Accessories,Backpack,Noise,2,17758,10,3551.6,5753.59,218,37935.99,Cash on Delivery,Mobile App,Pune,Maharashtra,West,9,Returned,4,Cancelled
ORD00060,10-Jan-26,CUST993,Anjali,Male,26,Mouse,Electronics,Mouse,Samsung,3,49447,0,0,26701.38,5,175047.38,Net Banking,Website,Jaipur,Rajasthan,North,3,No Return,1,Cancelled
ORD00061,06-Dec-25,CUST778,Anjali,Female,55,Phone,Electronics,Phone,Boat,4,44629,0,0,32132.88,182,210830.88,Card,Website,Lucknow,Uttar Pradesh,North,6,Returned,2,Returned
ORD00062,27-Sep-25,CUST287,Priya,Female,43,Tablet,Electronics,Tablet,HP,2,35049,10,7009.8,11355.88,249,74693.08,Net Banking,Website,Mumbai,Maharashtra,West,1,Returned,1,Cancelled
ORD00063,12-Aug-25,CUST955,Arjun,Male,49,Keyboard,Electronics,Keyboard,Sony,4,15260,5,3052,10437.84,466,68891.84,UPI,Website,Mumbai,Maharashtra,West,2,Returned,2,Delivered
ORD00064,13-Mar-26,CUST551,Amit,Female,24,Mouse,Electronics,Mouse,Apple,4,45316,15,27189.6,27733.39,203,182010.79,Net Banking,Website,Lucknow,Uttar Pradesh,North,5,No Return,4,Delivered
ORD00065,24-May-25,CUST193,Sneha,Male,34,Laptop,Electronics,Laptop,Lenovo,3,1028,5,154.2,527.36,194,3651.16,Card,Mobile App,Pune,Maharashtra,West,2,Returned,2,Cancelled
ORD00066,17-Aug-25,CUST783,Neha,Male,56,Keyboard,Electronics,Keyboard,Lenovo,1,32156,10,3215.6,5209.27,312,34461.67,Cash on Delivery,Website,Lucknow,Uttar Pradesh,North,9,No Return,4,Returned
ORD00067,28-Dec-25,CUST284,Amit,Male,23,Mouse,Electronics,Mouse,Sony,1,33064,0,0,5951.52,426,39441.52,Net Banking,Website,Chandigarh,Punjab,North,9,No Return,4,Cancelled
ORD00068,18-Sep-25,CUST714,Amit,Female,36,Shoes,Fashion,Shoes,Dell,1,1059,0,0,190.62,48,1297.62,UPI,Mobile App,Lucknow,Uttar Pradesh,North,5,No Return,2,Returned
ORD00069,09-Sep-25,CUST307,Arjun,Female,30,Watch,Fashion,Watch,Apple,4,7089,20,5671.2,4083.26,403,27171.06,Net Banking,Mobile App,Delhi,Delhi,North,9,Returned,2,Delivered
ORD00070,05-Sep-25,CUST979,Vikas,Female,55,Tablet,Electronics,Tablet,Adidas,4,11996,5,2399.2,8205.26,466,54256.06,Cash on Delivery,Website,Chandigarh,Punjab,North,4,Returned,4,Returned
ORD00071,08-Jul-25,CUST660,Karan,Male,19,Shoes,Fashion,Shoes,Dell,1,15786,20,3157.2,2273.18,268,15169.98,Cash on Delivery,Website,Patiala,Punjab,North,10,No Return,5,Delivered
ORD00072,08-Feb-26,CUST948,Sneha,Male,26,Backpack,Accessories,Backpack,HP,1,16943,15,2541.45,2592.28,242,17235.83,Card,Website,Bangalore,Karnataka,South,5,No Return,2,Delivered
ORD00073,14-Nov-25,CUST325,Arjun,Female,31,Shoes,Fashion,Shoes,Apple,3,810,10,243,393.66,202,2782.66,Cash on Delivery,Website,Mumbai,Maharashtra,West,6,No Return,5,Cancelled
ORD00074,23-Oct-25,CUST456,Rahul,Male,26,Camera,Electronics,Camera,Dell,3,22771,15,10246.95,10451.89,196,68713.94,Card,Website,Mumbai,Maharashtra,West,1,Returned,2,Returned
ORD00075,12-Jan-26,CUST838,Vikas,Male,27,Mouse,Electronics,Mouse,Lenovo,1,49814,15,7472.1,7621.54,331,50294.44,Cash on Delivery,Mobile App,Delhi,Delhi,North,10,Returned,4,Returned
ORD00076,04-Aug-25,CUST806,Rahul,Female,24,Shoes,Fashion,Shoes,Lenovo,2,17710,20,7084,5100.48,267,33703.48,Net Banking,Website,Pune,Maharashtra,West,1,No Return,1,Cancelled
ORD00077,13-Oct-25,CUST580,Anjali,Female,45,Keyboard,Electronics,Keyboard,HP,5,24572,10,12286,19903.32,152,130629.32,Card,Website,Lucknow,Uttar Pradesh,North,5,Returned,5,Shipped
ORD00078,10-Aug-25,CUST731,Vikas,Female,47,Keyboard,Electronics,Keyboard,Dell,3,49144,15,22114.8,22557.1,324,148198.3,Cash on Delivery,Website,Delhi,Delhi,North,2,Returned,4,Cancelled
ORD00079,09-Jul-25,CUST687,Sneha,Female,56,Laptop,Electronics,Laptop,HP,3,38503,15,17326.35,17672.88,380,116235.53,Net Banking,Mobile App,Jaipur,Rajasthan,North,7,No Return,5,Returned
ORD00080,27-May-25,CUST231,Sneha,Female,28,Camera,Electronics,Camera,Apple,5,39230,20,39230,28245.6,225,185390.6,Card,Website,Chandigarh,Punjab,North,4,Returned,2,Shipped
ORD00081,04-Nov-25,CUST890,Priya,Female,43,Watch,Fashion,Watch,Dell,5,2002,5,500.5,1711.71,358,11579.21,UPI,Website,Mumbai,Maharashtra,West,3,No Return,4,Cancelled
ORD00082,17-Aug-25,CUST861,Riya,Male,19,Keyboard,Electronics,Keyboard,Adidas,2,44220,15,13266,13531.32,258,88963.32,UPI,Mobile App,Pune,Maharashtra,West,7,Returned,2,Returned
ORD00083,19-Jul-25,CUST490,Karan,Female,39,Camera,Electronics,Camera,Noise,1,41458,10,4145.8,6716.2,255,44283.4,UPI,Website,Bangalore,Karnataka,South,9,Returned,2,Returned
ORD00084,02-Apr-26,CUST335,Rahul,Male,28,Tablet,Electronics,Tablet,Samsung,4,15002,20,12001.6,8641.15,259,56906.55,Net Banking,Mobile App,Bangalore,Karnataka,South,1,No Return,3,Shipped
ORD00085,08-Sep-25,CUST122,Karan,Male,29,Camera,Electronics,Camera,Sony,3,27664,10,8299.2,13444.7,52,88189.5,UPI,Website,Chandigarh,Punjab,North,4,Returned,3,Cancelled
ORD00086,01-Jun-25,CUST596,Rahul,Female,23,Laptop,Electronics,Laptop,Boat,1,23710,5,1185.5,4054.41,33,26611.91,Card,Mobile App,Pune,Maharashtra,West,1,No Return,1,Cancelled
ORD00087,14-Apr-25,CUST253,Priya,Female,50,Tablet,Electronics,Tablet,Dell,5,2722,5,680.5,2327.31,444,15700.81,Cash on Delivery,Website,Pune,Maharashtra,West,3,Returned,1,Cancelled
ORD00088,08-Feb-26,CUST231,Vikas,Male,53,Laptop,Electronics,Laptop,Apple,3,26078,10,7823.4,12673.91,236,83320.51,Cash on Delivery,Website,Pune,Maharashtra,West,5,Returned,5,Cancelled
ORD00089,31-Jan-26,CUST261,Priya,Female,56,Headphones,Electronics,Headphones,Lenovo,3,15789,15,7105.05,7247.15,301,47810.1,Card,Website,Delhi,Delhi,North,4,No Return,3,Returned
ORD00090,07-Nov-25,CUST992,Rahul,Female,32,Mouse,Electronics,Mouse,Apple,2,23965,20,9586,6901.92,167,45412.92,Card,Mobile App,Jaipur,Rajasthan,North,1,Returned,1,Returned
ORD00091,28-Aug-25,CUST689,Sneha,Male,34,Watch,Fashion,Watch,HP,1,29036,10,2903.6,4703.83,336,31172.23,Cash on Delivery,Mobile App,Delhi,Delhi,North,7,Returned,2,Delivered
ORD00092,29-Jul-25,CUST468,Vikas,Female,55,Camera,Electronics,Camera,Adidas,4,24259,20,19407.2,13973.18,445,92046.98,Cash on Delivery,Mobile App,Pune,Maharashtra,West,1,No Return,5,Shipped
ORD00093,27-Jul-25,CUST532,Rahul,Male,55,Headphones,Electronics,Headphones,Boat,4,27999,0,0,20159.28,169,132324.28,Net Banking,Mobile App,Bangalore,Karnataka,South,8,Returned,2,Shipped
ORD00094,27-Jul-25,CUST256,Vikas,Female,54,Tablet,Electronics,Tablet,Sony,5,44136,10,22068,35750.16,127,234489.16,Cash on Delivery,Website,Pune,Maharashtra,West,8,No Return,5,Returned
ORD00095,09-Jan-26,CUST264,Riya,Male,55,Camera,Electronics,Camera,Boat,5,34596,15,25947,26465.94,316,173814.94,UPI,Mobile App,Mumbai,Maharashtra,West,7,No Return,1,Returned
ORD00096,15-Apr-25,CUST664,Amit,Female,51,Camera,Electronics,Camera,Dell,1,30323,15,4548.45,4639.42,45,30458.97,Card,Mobile App,Pune,Maharashtra,West,1,Returned,4,Cancelled
ORD00097,10-Dec-25,CUST168,Vikas,Female,27,Mouse,Electronics,Mouse,Samsung,4,14331,0,0,10318.32,41,67683.32,Card,Website,Lucknow,Uttar Pradesh,North,1,Returned,4,Delivered
ORD00098,04-Jun-25,CUST631,Arjun,Female,24,Shoes,Fashion,Shoes,Apple,3,3679,10,1103.7,1787.99,262,11983.29,Cash on Delivery,Mobile App,Mumbai,Maharashtra,West,4,Returned,1,Delivered
ORD00099,13-Jun-25,CUST643,Karan,Female,56,Laptop,Electronics,Laptop,Lenovo,3,25123,20,15073.8,10853.14,393,71541.34,Net Banking,Website,Bangalore,Karnataka,South,10,Returned,5,Delivered
ORD00100,22-Aug-25,CUST540,Priya,Male,41,Watch,Fashion,Watch,Samsung,4,46566,10,18626.4,30174.77,402,198214.37,UPI,Website,Chandigarh,Punjab,North,7,Returned,4,Delivered
ORD00101,05-Sep-25,CUST796,Arjun,Female,60,Tablet,Electronics,Tablet,Dell,1,42289,20,8457.8,6089.62,250,40170.82,Cash on Delivery,Mobile App,Delhi,Delhi,North,1,No Return,2,Returned
ORD00102,27-Mar-26,CUST371,Karan,Female,31,Shoes,Fashion,Shoes,Lenovo,5,4012,0,0,3610.8,329,23999.8,Card,Mobile App,Bangalore,Karnataka,South,8,Returned,4,Delivered
ORD00103,16-May-25,CUST769,Priya,Female,52,Laptop,Electronics,Laptop,Noise,2,30405,0,0,10945.8,301,72056.8,Net Banking,Mobile App,Jaipur,Rajasthan,North,8,No Return,5,Cancelled
ORD00104,01-Jan-26,CUST785,Anjali,Female,23,Phone,Electronics,Phone,Samsung,4,19141,20,15312.8,11025.22,482,72758.42,Card,Website,Delhi,Delhi,North,5,Returned,4,Returned
ORD00105,06-Mar-26,CUST968,Arjun,Male,22,Backpack,Accessories,Backpack,Lenovo,4,19962,5,3992.4,13654.01,104,89613.61,Cash on Delivery,Website,Pune,Maharashtra,West,7,Returned,5,Returned
ORD00106,18-Apr-25,CUST430,Sneha,Female,46,Backpack,Accessories,Backpack,Dell,5,30045,0,0,27040.5,295,177560.5,Cash on Delivery,Mobile App,Patiala,Punjab,North,9,No Return,2,Shipped
ORD00107,19-Nov-25,CUST756,Karan,Female,33,Headphones,Electronics,Headphones,Noise,1,30617,0,0,5511.06,291,36419.06,Net Banking,Website,Mumbai,Maharashtra,West,9,Returned,5,Cancelled
ORD00108,18-Jul-25,CUST755,Sneha,Male,29,Tablet,Electronics,Tablet,Boat,1,36884,5,1844.2,6307.16,88,41434.96,Cash on Delivery,Mobile App,Patiala,Punjab,North,2,Returned,2,Shipped
ORD00109,18-Oct-25,CUST588,Anjali,Male,35,Watch,Fashion,Watch,Apple,2,44392,10,8878.4,14383.01,36,94324.61,Card,Website,Mumbai,Maharashtra,West,4,Returned,3,Returned
ORD00110,20-Oct-25,CUST680,Riya,Female,49,Backpack,Accessories,Backpack,Boat,2,45616,15,13684.8,13958.5,173,91678.7,Net Banking,Mobile App,Bangalore,Karnataka,South,4,Returned,5,Cancelled
ORD00111,05-Oct-25,CUST923,Arjun,Male,25,Phone,Electronics,Phone,Samsung,4,13466,15,8079.6,8241.19,298,54323.59,Card,Mobile App,Lucknow,Uttar Pradesh,North,6,No Return,5,Cancelled
ORD00112,17-Jan-26,CUST454,Arjun,Female,53,Keyboard,Electronics,Keyboard,Sony,3,10297,5,1544.55,5282.36,382,35010.81,UPI,Mobile App,Jaipur,Rajasthan,North,4,No Return,1,Returned
ORD00113,07-Jul-25,CUST221,Neha,Female,38,Mouse,Electronics,Mouse,Samsung,2,20743,20,8297.2,5973.98,397,39559.78,UPI,Website,Mumbai,Maharashtra,West,8,No Return,1,Delivered
ORD00114,02-Dec-25,CUST299,Neha,Male,56,Mouse,Electronics,Mouse,Apple,3,45793,0,0,24728.22,20,162127.22,UPI,Website,Pune,Maharashtra,West,5,No Return,5,Delivered
ORD00115,22-Nov-25,CUST447,Karan,Female,24,Backpack,Accessories,Backpack,Dell,5,39903,20,39903,28730.16,492,188834.16,Card,Mobile App,Patiala,Punjab,North,2,Returned,5,Returned
ORD00116,14-Mar-26,CUST732,Arjun,Male,58,Headphones,Electronics,Headphones,Boat,3,22776,0,0,12299.04,94,80721.04,UPI,Mobile App,Jaipur,Rajasthan,North,6,No Return,1,Delivered
ORD00117,01-Jun-25,CUST185,Riya,Male,30,Tablet,Electronics,Tablet,Apple,5,18787,20,18787,13526.64,101,88775.64,Card,Mobile App,Pune,Maharashtra,West,4,Returned,5,Delivered
ORD00118,26-Jun-25,CUST728,Neha,Female,28,Headphones,Electronics,Headphones,Sony,1,956,20,191.2,137.66,446,1348.46,Cash on Delivery,Mobile App,Pune,Maharashtra,West,3,Returned,2,Returned
ORD00119,27-Feb-26,CUST221,Anjali,Male,20,Phone,Electronics,Phone,Lenovo,5,28102,5,7025.5,24027.21,281,157792.71,Card,Website,Patiala,Punjab,North,5,No Return,3,Delivered
ORD00120,24-Nov-25,CUST201,Amit,Female,29,Tablet,Electronics,Tablet,Noise,4,2455,5,491,1679.22,255,11263.22,UPI,Mobile App,Patiala,Punjab,North,4,No Return,4,Delivered
ORD00121,11-Dec-25,CUST978,Amit,Female,39,Backpack,Accessories,Backpack,Apple,2,14902,20,5960.8,4291.78,348,28482.98,Card,Mobile App,Jaipur,Rajasthan,North,8,No Return,1,Cancelled
ORD00122,29-Aug-25,CUST939,Karan,Female,30,Shoes,Fashion,Shoes,Noise,2,13003,5,1300.3,4447.03,199,29351.73,Net Banking,Mobile App,Pune,Maharashtra,West,1,Returned,5,Delivered
ORD00123,07-Sep-25,CUST385,Arjun,Male,44,Laptop,Electronics,Laptop,Lenovo,5,7255,5,1813.75,6203.02,388,41052.28,Cash on Delivery,Website,Chandigarh,Punjab,North,10,Returned,2,Cancelled
ORD00124,28-Aug-25,CUST978,Riya,Female,39,Watch,Fashion,Watch,Nike,1,31663,5,1583.15,5414.37,166,35660.22,Card,Website,Chandigarh,Punjab,North,1,Returned,2,Returned
ORD00125,01-Aug-25,CUST323,Vikas,Female,40,Watch,Fashion,Watch,Boat,2,48930,10,9786,15853.32,400,104327.32,Card,Mobile App,Jaipur,Rajasthan,North,10,No Return,1,Cancelled
ORD00126,26-Feb-26,CUST813,Arjun,Male,42,Mouse,Electronics,Mouse,Apple,4,11876,20,9500.8,6840.58,31,44874.78,Card,Website,Mumbai,Maharashtra,West,3,No Return,3,Returned
ORD00127,26-Dec-25,CUST709,Vikas,Female,18,Shoes,Fashion,Shoes,Samsung,3,6898,10,2069.4,3352.43,417,22394.03,Card,Website,Jaipur,Rajasthan,North,4,No Return,2,Delivered
ORD00128,02-Apr-26,CUST865,Arjun,Male,33,Phone,Electronics,Phone,HP,5,27664,0,0,24897.6,18,163235.6,Net Banking,Mobile App,Delhi,Delhi,North,10,Returned,3,Returned
